lsoa code (2011),lsoa code (2021),IMD rank,IMD dec,income,employment,EST,health and disability,crime,barriers to housing and services,living environment
E01000455,E01000455,"26,845",9,9,9,6,9,7,7,5
E01000456,E01000456,"29,319",9,9,9,6,10,9,7,6
E01000457,E01000457,"22,056",7,6,8,6,8,5,4,5
E01000458,E01000458,"29,877",10,9,10,9,9,9,4,7
E01000459,E01000459,"19,511",6,5,6,7,7,6,4,7
E01000460,E01000460,"30,405",10,10,10,8,10,9,4,8
E01000461,E01000461,"28,207",9,9,9,8,10,7,3,7
E01000462,E01000462,"19,613",6,5,7,6,8,8,4,3
E01000463,E01000463,"30,387",10,10,9,7,9,9,7,6
E01000464,E01000464,"10,479",4,2,4,5,6,5,2,7
E01000465,E01000465,"8,670",3,2,3,4,5,6,2,8
E01000466,E01000466,"11,745",4,3,4,5,7,6,2,8
E01000467,E01000467,"15,630",5,4,5,6,8,6,2,7
E01000468,E01000468,"13,661",5,3,6,9,8,6,1,8
E01000469,E01000469,"14,434",5,4,5,7,7,4,2,7
E01000470,E01000470,"4,777",2,2,2,4,5,1,1,7
E01000471,E01000471,"13,163",5,6,6,4,7,7,1,4
E01000472,E01000472,"12,105",4,4,8,6,8,5,1,2
E01000473,E01000473,"10,632",4,4,5,3,9,5,1,3
E01000474,E01000474,"12,945",4,5,6,3,9,8,1,5
E01000475,E01000475,"13,473",5,5,6,6,9,8,1,4
E01000476,E01000476,"14,647",5,6,7,3,10,4,1,3
E01000477,E01000477,"11,703",4,5,7,3,9,6,1,3
E01000478,E01000478,"11,562",4,4,7,4,9,4,1,2
E01000479,E01000479,"18,106",6,5,6,8,10,5,2,4
E01000480,E01000480,"22,429",7,7,9,9,9,4,3,4
E01000481,E01000481,"9,179",3,3,4,8,8,5,1,3
E01000482,E01033931,"6,542",2,2,2,6,4,4,1,5
E01000483,E01000483,"6,463",2,2,3,4,6,4,1,4
E01000484,E01000484,"4,689",2,2,2,4,6,6,1,4
E01000485,E01000485,"8,179",3,2,4,5,3,4,1,6
E01000486,E01000486,"18,391",6,6,7,8,10,4,1,6
E01000487,E01000487,"16,441",6,5,6,8,9,5,1,5
E01000488,E01000488,"11,178",4,4,5,6,8,2,1,4
E01000489,E01000489,"11,883",4,3,5,9,6,2,2,4
E01000490,E01000490,"11,248",4,4,5,7,7,2,1,3
E01000491,E01000491,"13,387",5,4,5,7,7,4,1,5
E01000492,E01000492,"20,615",7,6,7,10,9,4,3,3
E01000493,E01000493,"21,822",7,6,7,9,9,6,3,3
E01000494,E01000494,"14,784",5,4,6,9,7,5,1,5
E01000495,E01000495,"6,848",3,2,3,7,4,2,1,4
E01000497,E01000497,"11,593",4,3,4,6,7,4,1,5
E01000498,E01000498,"6,869",3,3,4,3,7,2,1,3
E01000499,E01000499,"9,517",3,3,5,4,7,4,1,4
E01000501,E01000501,"5,656",2,2,2,5,6,3,1,5
E01000502,E01000502,"8,665",3,2,3,6,8,3,1,5
E01000503,E01000503,"8,720",3,3,3,6,8,2,1,4
E01000504,E01000504,"13,251",5,5,5,8,6,4,1,4
E01000505,E01000505,"14,065",5,4,5,7,9,4,1,5
E01000506,E01000506,"7,823",3,3,4,4,6,4,1,2
E01000507,E01000507,"12,769",4,4,5,7,9,3,1,5
E01000508,E01000508,"4,930",2,2,2,3,7,3,1,3
E01000509,E01000509,"6,199",2,3,4,3,7,1,1,3
E01000510,E01000510,"7,979",3,3,5,5,9,1,1,2
E01000511,E01000511,"7,553",3,3,4,5,6,1,1,2
E01000512,E01000512,"15,315",5,5,7,9,8,3,1,2
E01000513,E01000513,"18,437",6,6,9,5,9,6,2,3
E01000514,E01000514,"19,311",6,6,8,8,9,5,1,4
E01000515,E01000515,"9,286",3,3,4,6,8,2,1,5
E01000516,E01000516,"14,898",5,5,6,6,8,4,2,3
E01000517,E01000517,"20,424",7,7,10,8,10,2,2,4
E01000518,E01000518,"10,230",4,4,5,6,7,2,1,4
E01000519,E01000519,"14,037",5,4,6,7,8,4,1,5
E01000520,E01000520,"13,856",5,5,6,6,7,4,1,5
E01000521,E01000521,"1,713",1,1,1,3,4,2,1,1
E01000522,E01000522,"7,331",3,2,3,4,7,5,1,4
E01000523,E01000523,"7,193",3,3,4,2,8,2,2,2
E01000524,E01000524,"3,221",1,1,2,3,5,1,1,2
E01000525,E01000525,"6,401",2,2,3,4,7,2,1,3
E01000526,E01000526,"3,682",2,1,1,4,5,3,1,5
E01000527,E01000527,"6,182",2,3,3,4,6,2,1,3
E01000528,E01000528,"2,844",1,1,1,5,5,2,1,3
E01000530,E01000530,"18,359",6,6,6,9,8,5,3,3
E01000531,E01000531,"10,593",4,3,4,7,7,5,1,3
E01000532,E01000532,"12,698",4,5,5,6,7,5,1,3
E01000533,E01000533,"4,690",2,2,2,4,4,1,1,2
E01000534,E01000534,"14,890",5,5,5,8,7,4,2,3
E01000535,E01000535,"8,193",3,4,4,6,6,1,2,1
E01000536,E01000536,"23,043",8,6,8,10,10,6,2,5
E01000538,E01000538,"25,022",8,7,9,10,10,7,2,4
E01000539,E01000539,"25,260",8,8,9,10,9,7,2,5
E01000540,E01000540,"23,930",8,7,7,10,9,7,2,5
E01000541,E01000541,"19,152",6,5,9,9,9,6,1,5
E01000543,E01000543,"13,232",5,4,6,7,7,3,1,4
E01000544,E01000544,"6,429",2,2,2,7,5,4,1,3
E01000545,E01000545,"7,854",3,3,4,7,6,1,1,2
E01000546,E01000546,"12,520",4,4,4,8,8,3,1,4
E01000547,E01000547,"12,266",4,4,5,7,6,3,1,3
E01000548,E01000548,"6,791",3,2,4,7,5,1,1,3
E01000549,E01000549,"16,885",6,5,5,9,8,5,2,3
E01000550,E01000550,"6,026",2,2,2,6,5,1,2,3
E01000551,E01000551,"3,943",2,1,1,5,5,5,1,4
E01000552,E01000552,"3,375",2,1,2,4,5,4,1,1
E01000553,E01000553,"8,467",3,3,4,5,5,3,1,3
E01000554,E01000554,"13,528",5,4,5,6,7,6,2,4
E01000555,E01000555,"17,999",6,6,7,9,9,3,2,4
E01000556,E01000556,"7,082",3,3,5,6,6,1,1,1
E01000557,E01000557,"11,719",4,4,4,8,5,4,1,4
E01000558,E01000558,"9,694",3,4,3,8,6,1,1,4
E01000559,E01000559,"12,685",4,4,5,9,6,4,1,4
E01000560,E01000560,"15,170",5,5,5,8,8,3,1,4
E01000561,E01000561,"10,941",4,4,4,9,6,3,1,5
E01000562,E01000562,"23,487",8,6,8,9,10,7,2,5
E01000563,E01000563,"25,021",8,8,9,10,9,4,4,5
E01000564,E01000564,"16,724",6,5,7,7,9,8,1,5
E01000565,E01000565,"11,437",4,3,4,6,7,5,1,5
E01000566,E01000566,"19,130",6,6,8,7,8,6,1,5
E01000567,E01000567,"15,988",5,5,6,8,7,5,1,5
E01000568,E01000568,"19,684",6,10,10,9,8,6,1,5
E01000569,E01000569,"25,177",8,7,10,9,9,7,2,6
E01000570,E01000570,"11,328",4,5,5,6,8,5,1,5
E01000571,E01000571,"12,576",4,4,5,7,8,2,2,4
E01000572,E01000572,"21,873",7,6,9,8,10,8,1,6
E01000573,E01000573,"20,580",7,6,9,8,9,5,2,5
E01000574,E01000574,"23,631",8,7,9,8,9,8,2,5
E01000575,E01000575,"16,668",6,6,9,8,10,4,1,2
E01000576,E01000576,"17,462",6,6,7,8,9,3,2,4
E01000577,E01000577,"6,835",3,2,3,5,8,7,1,3
E01000578,E01000578,"8,553",3,3,3,7,7,2,1,4
E01000579,E01000579,"8,541",3,3,3,8,6,3,1,2
E01000580,E01000580,"14,258",5,4,5,9,9,2,3,3
E01000581,E01000581,"18,404",6,5,7,9,10,3,3,2
E01000582,E01000582,"19,625",6,6,8,9,9,4,3,2
E01000583,E01000583,"13,321",5,5,5,9,8,3,2,2
E01000584,E01000584,"19,420",6,6,6,8,8,6,3,3
E01000585,E01000585,"19,713",7,5,7,9,8,5,2,4
E01000586,E01000586,"13,162",5,5,5,8,8,4,1,3
E01000587,E01000587,"18,908",6,5,8,6,8,7,2,5
E01000588,E01033930,"10,086",4,3,4,5,8,3,1,4
E01000589,E01000589,"15,004",5,5,6,6,8,5,1,5
E01000590,E01000590,"15,271",5,4,5,8,6,5,2,5
E01000591,E01000591,"13,852",5,6,7,6,8,2,1,3
E01000592,E01000592,"13,808",5,5,6,7,7,3,1,5
E01000593,E01000593,"14,685",5,4,6,7,8,6,1,6
E01000594,E01000594,"16,924",6,5,9,7,10,4,1,3
E01000595,E01000595,"2,994",1,2,2,3,3,3,1,2
E01000596,E01000596,"2,747",1,1,2,3,5,1,1,3
E01000599,E01000599,"1,969",1,1,1,5,3,2,1,2
E01000600,E01033938,"5,250",2,3,3,4,4,3,1,2
E01000601,E01000601,"1,192",1,1,1,2,2,1,1,5
E01000602,E01000602,"4,335",2,2,2,4,7,2,1,5
E01000603,E01000603,"4,557",2,1,2,4,7,4,1,4
E01000604,E01000604,"3,443",2,1,2,4,5,3,1,4
E01000605,E01000605,"2,954",1,1,2,3,5,2,1,3
E01000606,E01000606,"14,627",5,5,6,7,9,5,1,3
E01000607,E01000607,"15,403",5,5,7,7,9,7,1,5
E01000608,E01000608,"12,668",4,4,7,7,8,3,1,3
E01000609,E01000609,"13,560",5,5,7,6,8,4,1,4
E01000610,E01000610,"10,807",4,4,5,6,7,3,1,6
E01000611,E01000611,"11,357",4,4,5,6,6,4,1,3
E01000612,E01000612,"12,061",4,3,6,7,7,4,1,5
E01000613,E01000613,"10,614",4,4,5,6,8,7,1,4
E01000615,E01000615,"14,567",5,5,7,6,8,6,1,6
E01000616,E01000616,"13,069",4,5,6,7,9,3,1,2
E01000617,E01000617,"11,317",4,4,6,6,7,1,1,4
E01000618,E01000618,"12,895",4,4,5,5,8,5,1,4
E01000619,E01000619,"14,873",5,4,6,5,8,5,1,6
E01000620,E01000620,"13,624",5,5,6,5,10,6,1,3
E01000621,E01000621,"10,660",4,4,6,5,4,6,1,3
E01000622,E01000622,"7,963",3,4,6,4,7,2,1,3
E01000623,E01000623,"17,826",6,5,8,6,8,7,2,3
E01000624,E01000624,"15,459",5,4,6,5,8,7,1,5
E01000625,E01000625,"12,420",4,4,6,6,8,5,1,5
E01000626,E01000626,"3,361",2,1,2,3,4,1,1,5
E01000627,E01000627,"4,522",2,3,3,3,6,1,1,2
E01000628,E01000628,"6,391",2,3,3,4,5,2,1,2
E01000629,E01000629,"18,148",6,6,7,5,9,6,2,5
E01000630,E01000630,"8,671",3,4,4,5,7,2,1,5
E01000631,E01000631,"17,121",6,6,8,6,10,5,1,3
E01000632,E01000632,"15,543",5,6,8,3,10,5,1,3
E01000633,E01000633,"11,067",4,4,8,4,8,2,1,3
E01000634,E01000634,"12,873",4,4,7,6,8,6,1,5
E01000635,E01033935,"8,174",3,3,5,6,9,1,1,2
E01000636,E01000636,"15,999",5,6,7,5,10,6,1,2
E01000637,E01000637,"11,819",4,4,4,6,7,5,2,3
E01000638,E01000638,"8,516",3,3,5,5,6,2,1,2
E01000639,E01000639,"12,728",4,4,6,7,9,2,1,3
E01000640,E01000640,"9,599",3,3,5,4,8,4,1,2
E01000641,E01000641,"7,673",3,3,3,4,5,2,1,3
E01000642,E01000642,"9,415",3,3,4,7,7,4,1,2
E01000643,E01000643,"2,011",1,1,1,5,2,1,1,3
E01000644,E01000644,"10,775",4,3,4,7,6,4,1,3
E01000645,E01000645,"31,081",10,10,10,10,10,8,3,7
E01000646,E01000646,"26,185",8,7,8,10,10,7,4,5
E01000647,E01000647,"28,453",9,8,9,9,10,7,6,5
E01000648,E01000648,"28,942",9,8,9,9,10,9,5,5
E01000649,E01000649,"25,707",8,7,8,10,10,7,2,8
E01000650,E01000650,"22,579",7,7,7,10,9,6,1,8
E01000651,E01000651,"24,779",8,7,9,10,10,9,2,6
E01000652,E01000652,"29,124",9,9,10,9,10,6,4,7
E01000653,E01000653,"24,777",8,9,7,9,8,8,2,7
E01000654,E01000654,"27,153",9,9,9,5,9,9,4,8
E01000655,E01000655,"24,376",8,9,9,5,10,7,2,9
E01000656,E01000656,"28,540",9,9,9,6,10,6,7,8
E01000657,E01000657,"21,964",7,6,7,6,8,5,6,8
E01000658,E01000658,"28,425",9,9,8,6,9,9,6,9
E01000659,E01000659,"27,441",9,8,8,6,10,7,4,9
E01000661,E01000661,"5,014",2,2,3,3,4,2,1,6
E01000662,E01000662,"15,994",5,5,5,5,7,5,2,6
E01000663,E01000663,"16,476",6,4,5,6,8,7,2,7
E01000664,E01000664,"15,225",5,5,6,6,8,4,1,7
E01000665,E01000665,"23,013",8,7,7,7,10,7,3,7
E01000666,E01000666,"29,934",10,10,10,8,10,8,3,8
E01000667,E01000667,"28,484",9,10,9,9,10,8,2,7
E01000668,E01000668,"22,745",7,6,8,9,9,4,6,3
E01000669,E01000669,"26,111",8,8,8,8,10,7,6,4
E01000670,E01000670,"29,576",10,9,10,10,10,8,3,6
E01000671,E01000671,"23,784",8,7,8,9,8,7,3,5
E01000672,E01000672,"27,582",9,9,9,9,9,6,4,7
E01000673,E01000673,"26,712",9,8,9,9,10,8,3,6
E01000674,E01000674,"21,905",7,5,7,9,9,6,4,5
E01000675,E01034385,"24,305",8,8,8,10,10,5,4,4
E01000676,E01000676,"13,716",5,4,5,8,7,3,3,3
E01000677,E01000677,"20,694",7,8,10,9,10,2,2,3
E01000678,E01000678,"25,871",8,8,8,9,10,9,2,5
E01000679,E01000679,"25,999",8,9,9,9,9,6,5,3
E01000680,E01000680,"25,580",8,9,10,8,10,7,1,6
E01000681,E01000681,"32,415",10,10,10,9,10,9,7,8
E01000682,E01000682,"31,181",10,10,10,9,9,9,6,7
E01000683,E01000683,"21,817",7,7,6,8,8,9,3,5
E01000684,E01000684,"31,879",10,10,10,10,10,10,4,8
E01000685,E01000685,"21,456",7,6,5,6,8,7,6,8
E01000686,E01000686,"27,949",9,7,9,9,10,8,5,7
E01000687,E01000687,"28,847",9,7,9,9,9,9,6,6
E01000688,E01000688,"32,463",10,10,10,10,10,8,7,8
E01000689,E01000689,"12,957",4,4,4,6,5,5,2,6
E01000690,E01000690,"28,098",9,9,9,9,10,3,5,7
E01000691,E01000691,"20,929",7,5,6,7,8,7,5,6
E01000692,E01000692,"28,643",9,8,10,9,10,6,6,5
E01000693,E01000693,"22,520",7,9,9,9,10,4,1,5
E01000694,E01000694,"27,349",9,8,8,9,10,7,3,7
E01000695,E01000695,"27,622",9,9,9,10,10,5,4,6
E01000696,E01000696,"27,929",9,10,10,10,10,3,3,6
E01000697,E01000697,"31,919",10,10,10,10,10,10,4,7
E01000698,E01000698,"19,941",7,10,9,9,10,1,1,8
E01000699,E01000699,"14,234",5,4,5,5,6,5,4,3
E01000700,E01000700,"20,231",7,6,6,8,8,7,4,4
E01000701,E01000701,"21,278",7,5,6,8,9,8,5,3
E01000702,E01000702,"24,366",8,8,8,9,9,7,4,3
E01000703,E01000703,"23,918",8,8,8,10,10,5,4,2
E01000704,E01000704,"24,111",8,7,8,8,9,5,5,4
E01000705,E01000705,"17,604",6,5,5,9,9,5,3,3
E01000706,E01000706,"17,373",6,5,6,7,8,5,3,4
E01000707,E01000707,"32,027",10,10,10,10,10,9,9,5
E01000708,E01000708,"27,232",9,9,8,9,9,6,5,5
E01000709,E01000709,"17,782",6,5,5,7,6,7,2,6
E01000710,E01000710,"24,099",8,7,9,9,10,4,2,6
E01000711,E01000711,"22,423",7,7,9,7,10,4,2,6
E01000712,E01000712,"28,325",9,9,10,10,10,4,3,7
E01000713,E01000713,"26,931",9,9,9,9,10,6,2,7
E01000714,E01000714,"24,549",8,7,9,8,10,4,4,5
E01000715,E01000715,"28,816",9,9,9,10,9,6,5,5
E01000716,E01000716,"27,657",9,7,8,10,9,8,4,7
E01000717,E01000717,"26,511",9,8,9,10,10,8,2,6
E01000718,E01000718,"9,395",3,3,4,5,8,5,1,2
E01000719,E01000719,"10,496",4,3,4,4,5,2,3,5
E01000720,E01000720,"3,404",2,1,2,2,5,1,1,4
E01000721,E01000721,"3,421",2,1,2,2,3,1,2,6
E01000722,E01000722,"11,642",4,4,4,4,6,2,5,4
E01000723,E01000723,"20,244",7,7,6,5,9,5,3,7
E01000724,E01000724,"5,486",2,2,3,2,4,2,2,7
E01000725,E01000725,"9,089",3,3,4,4,5,3,2,4
E01000726,E01000726,"17,771",6,6,6,6,9,1,5,6
E01000727,E01000727,"19,463",6,6,6,6,9,5,3,5
E01000728,E01000728,"13,215",5,4,4,4,8,2,3,6
E01000729,E01000729,"3,993",2,1,2,2,3,2,3,6
E01000730,E01000730,"3,782",2,1,2,2,4,2,1,6
E01000731,E01000731,"8,144",3,3,3,3,7,2,1,6
E01000732,E01000732,"19,583",6,5,6,7,9,6,3,7
E01000733,E01000733,"14,387",5,4,5,5,8,3,4,5
E01000734,E01000734,"22,209",7,6,7,7,9,7,3,6
E01000735,E01000735,"8,001",3,3,3,2,5,2,2,4
E01000736,E01000736,"12,857",4,4,4,4,8,4,3,6
E01000737,E01000737,"7,000",3,2,3,4,5,2,2,5
E01000738,E01000738,"14,203",5,5,5,5,7,2,4,5
E01000739,E01000739,"3,608",2,1,2,2,4,1,2,6
E01000740,E01034383,"10,368",4,3,5,7,7,1,1,4
E01000741,E01000741,"10,835",4,4,4,7,4,4,1,4
E01000742,E01000742,"11,887",4,3,5,8,8,3,1,3
E01000743,E01000743,"5,959",2,2,2,5,3,2,2,5
E01000744,E01000744,"3,807",2,1,2,3,3,3,1,6
E01000745,E01000745,"14,848",5,4,6,9,8,3,1,5
E01000746,E01000746,"16,568",6,5,7,7,9,3,2,4
E01000747,E01000747,"14,131",5,6,7,5,9,6,1,5
E01000748,E01000748,"21,419",7,9,9,6,10,7,1,5
E01000749,E01000749,"22,952",7,8,9,8,10,6,1,8
E01000750,E01000750,"7,689",3,3,2,3,6,8,1,8
E01000751,E01000751,"28,683",9,9,9,8,9,6,4,8
E01000752,E01000752,"26,565",9,8,8,8,9,5,6,6
E01000753,E01000753,"29,304",9,10,10,9,10,10,2,8
E01000754,E01000754,"27,768",9,9,10,9,9,9,2,7
E01000755,E01000755,"30,441",10,10,10,10,9,10,3,8
E01000756,E01000756,"30,572",10,10,10,9,10,6,5,6
E01000757,E01000757,"31,058",10,10,10,9,10,10,3,8
E01000758,E01000758,"32,014",10,10,10,10,10,9,5,7
E01000759,E01000759,"27,295",9,10,9,8,10,6,2,7
E01000760,E01000760,"25,692",8,9,10,8,9,8,2,5
E01000761,E01000761,"27,991",9,10,10,8,10,6,3,6
E01000762,E01000762,"28,376",9,8,9,9,9,10,3,7
E01000763,E01000763,"30,116",10,10,10,8,10,7,4,7
E01000764,E01000764,"21,942",7,6,6,7,8,7,3,6
E01000765,E01000765,"28,050",9,8,8,9,10,6,5,6
E01000766,E01000766,"32,211",10,10,10,9,10,9,7,7
E01000767,E01000767,"30,743",10,10,10,9,10,6,7,6
E01000768,E01000768,"26,148",8,9,8,10,10,5,2,7
E01000769,E01000769,"11,404",4,6,3,7,7,1,2,7
E01000770,E01000770,"29,445",9,9,10,10,10,5,6,5
E01000771,E01000771,"30,037",10,10,10,10,10,4,7,4
E01000772,E01000772,"31,454",10,9,10,10,10,10,5,7
E01000773,E01000773,"28,902",9,9,9,8,10,9,4,5
E01000774,E01000774,"25,304",8,8,9,7,9,4,5,5
E01000775,E01000775,"27,896",9,9,10,9,10,8,2,6
E01000777,E01000777,"27,406",9,9,10,9,10,7,3,5
E01000778,E01000778,"20,877",7,7,7,7,8,7,2,6
E01000779,E01000779,"18,817",6,6,7,8,9,2,6,4
E01000780,E01000780,"12,270",4,4,4,3,8,2,4,6
E01000781,E01000781,"5,113",2,2,2,2,4,2,2,7
E01000782,E01000782,"2,534",1,1,1,2,2,1,1,5
E01000783,E01000783,"7,328",3,2,3,2,5,2,3,6
E01000784,E01000784,"24,279",8,7,8,8,9,5,5,5
E01000785,E01000785,"7,238",3,2,2,3,6,2,4,5
E01000786,E01000786,"25,123",8,9,7,9,10,4,2,8
E01000787,E01000787,"12,471",4,4,4,4,8,2,3,6
E01000788,E01000788,"12,035",4,4,5,6,9,1,2,3
E01000789,E01000789,"5,332",2,1,2,2,5,4,2,7
E01000790,E01000790,"20,322",7,6,7,9,10,5,4,2
E01000791,E01000791,"24,944",8,8,7,7,9,6,4,7
E01000792,E01000792,"15,361",5,4,5,5,8,2,6,8
E01000793,E01000793,"30,674",10,10,10,10,9,8,5,7
E01000794,E01000794,"31,758",10,10,10,9,10,10,5,8
E01000795,E01000795,"19,648",6,5,5,7,7,8,3,8
E01000796,E01000796,"7,964",3,2,2,4,5,5,2,6
E01000797,E01000797,"20,518",7,8,7,10,9,2,3,4
E01000798,E01000798,"3,678",2,1,2,3,4,1,2,3
E01000799,E01000799,"14,874",5,5,5,8,8,2,4,3
E01000800,E01000800,"8,996",3,3,3,5,7,1,2,3
E01000801,E01000801,"15,958",5,5,5,6,8,5,3,3
E01000802,E01000802,"14,577",5,4,5,8,8,4,3,2
E01000803,E01000803,"16,781",6,5,5,8,7,5,3,3
E01000804,E01000804,"26,655",9,8,9,10,10,4,5,4
E01000805,E01000805,"12,954",4,4,6,6,7,2,4,2
E01000806,E01000806,"10,370",4,3,4,5,6,4,2,3
E01000807,E01000807,"29,408",9,9,9,9,10,7,6,5
E01000808,E01000808,"28,321",9,8,7,9,10,8,5,8
E01000809,E01000809,"31,318",10,10,10,9,10,8,5,7
E01000810,E01000810,"32,559",10,10,10,10,10,9,7,8
E01000811,E01000811,"30,389",10,10,10,9,10,7,6,6
E01000812,E01000812,"24,258",8,6,7,9,10,6,5,6
E01000813,E01000813,"32,063",10,10,10,9,10,8,9,7
E01000814,E01000814,"31,234",10,10,10,10,10,6,4,7
E01000815,E01000815,"32,451",10,10,10,10,10,9,6,8
E01000816,E01000816,"19,874",7,6,7,6,9,4,3,5
E01000818,E01000818,"20,548",7,7,7,7,10,3,2,6
E01000819,E01000819,"9,866",4,3,3,6,7,3,2,4
E01000820,E01000820,"13,461",5,4,3,8,6,3,5,5
E01000822,E01000822,"20,757",7,5,7,8,6,6,5,5
E01000823,E01000823,"22,675",7,8,7,10,9,3,4,5
E01000824,E01000824,"18,531",6,5,6,9,7,4,4,3
E01000825,E01000825,"16,991",6,5,5,8,7,8,3,3
E01000826,E01000826,"31,197",10,10,10,10,10,9,3,6
E01000827,E01000827,"30,326",10,8,10,9,10,9,4,7
E01000828,E01000828,"24,387",8,7,7,10,10,8,2,6
E01000829,E01000829,"29,353",9,9,9,9,10,9,4,6
E01000830,E01000830,"31,714",10,10,10,10,10,9,4,6
E01000831,E01000831,"26,887",9,7,8,10,10,10,3,6
E01000832,E01000832,"29,475",9,10,10,10,10,7,3,7
E01000833,E01000833,"32,354",10,10,10,10,10,10,6,8
E01000834,E01000834,"30,642",10,10,10,9,10,10,4,7
E01000835,E01000835,"27,931",9,7,9,8,10,8,6,5
E01000836,E01000836,"29,957",10,10,10,9,10,10,3,6
E01000837,E01000837,"24,247",8,8,6,8,8,7,4,7
E01000838,E01000838,"30,500",10,10,9,9,10,8,5,7
E01000839,E01000839,"31,198",10,10,10,10,10,7,4,7
E01000840,E01000840,"24,041",8,8,7,9,8,10,2,6
E01000841,E01000841,"30,964",10,10,10,9,10,9,6,6
E01000842,E01000842,"26,391",9,8,9,9,10,6,5,3
E01000843,E01000843,"20,412",7,5,8,9,10,5,5,3
E01000844,E01000844,"24,762",8,8,9,10,10,4,6,2
E01000845,E01000845,"22,982",7,7,8,9,9,3,7,4
E01000846,E01000846,"12,675",4,3,3,8,7,4,5,3
E01000847,E01000847,"16,872",6,4,5,8,9,5,5,4
E01000848,E01000848,"29,434",9,9,10,9,10,6,7,4
E01000849,E01000849,"27,430",9,9,10,7,10,6,6,4
E01000850,E01000850,"19,686",6,8,9,9,10,4,3,1
E01000851,E01000851,"18,953",6,9,10,8,10,6,4,1
E01000852,E01035711,"19,304",6,7,9,10,8,3,3,1
E01000853,E01000853,"7,640",3,2,2,7,6,3,5,2
E01000854,E01035711,"18,104",6,5,7,8,7,7,4,2
E01000855,E01000855,"19,276",6,9,9,9,9,4,3,1
E01000856,E01000856,"7,345",3,2,3,6,3,1,5,3
E01000857,E01000857,"19,069",6,4,5,10,8,6,7,4
E01000858,E01000858,"4,987",2,2,2,6,4,1,4,4
E01000859,E01000859,"28,039",9,8,9,9,10,7,7,3
E01000860,E01000860,"16,393",5,3,6,9,8,5,4,3
E01000861,E01000861,"6,470",2,3,3,9,4,1,4,1
E01000862,E01000862,"23,485",8,9,9,10,10,2,6,2
E01000863,E01000863,"6,114",2,3,3,6,3,1,3,2
E01000864,E01035707,"16,182",5,5,5,10,8,3,3,2
E01000865,E01035707,"20,799",7,8,8,10,7,4,5,2
E01000866,E01000866,"12,432",4,4,4,9,7,4,4,1
E01000867,E01000867,"8,822",3,2,3,4,6,4,4,2
E01000868,E01000868,"4,488",2,2,2,5,3,3,2,1
E01000869,E01000869,"12,664",4,3,4,9,5,4,4,2
E01000870,E01000870,"9,686",3,3,3,8,6,3,5,2
E01000871,E01000871,"19,707",7,5,7,9,10,2,6,5
E01000872,E01000872,"11,176",4,4,4,8,5,2,4,2
E01000873,E01000873,"26,279",9,7,8,8,9,8,8,5
E01000874,E01000874,"30,591",10,10,10,10,10,8,8,3
E01000875,E01000875,"12,887",4,3,4,6,7,2,5,4
E01000876,E01000876,"8,051",3,2,3,6,4,4,3,4
E01000877,E01000877,"23,154",8,6,7,9,8,7,7,4
E01000878,E01000878,"29,860",10,9,10,8,10,8,6,4
E01000879,E01000879,"29,597",10,9,10,9,10,7,7,3
E01000880,E01000880,"29,333",9,10,10,10,10,7,5,3
E01000881,E01000881,"20,586",7,6,7,7,10,7,5,3
E01000882,E01000882,"31,192",10,10,10,10,10,8,7,3
E01000883,E01000883,"25,075",8,8,10,10,10,3,4,3
E01000884,E01000884,"30,248",10,10,9,10,10,8,5,5
E01000885,E01000885,"28,290",9,9,10,8,10,7,4,4
E01000886,E01000886,"25,622",8,7,8,9,10,7,7,3
E01000887,E01000887,"20,985",7,6,6,8,9,3,6,4
E01000888,E01000888,"19,356",6,6,5,8,9,4,6,3
E01000889,E01000889,"7,620",3,2,2,4,4,5,6,4
E01000890,E01000890,"4,006",2,1,1,3,3,4,5,5
E01000891,E01000891,"4,795",2,1,2,3,3,2,4,5
E01000892,E01000892,"18,135",6,4,5,8,10,4,6,5
E01000893,E01000893,"30,202",10,9,10,10,10,7,6,5
E01000894,E01000894,"28,780",9,10,10,7,10,5,8,3
E01000895,E01000895,"26,602",9,6,9,9,9,9,7,5
E01000896,E01000896,"29,763",10,10,10,10,10,5,8,3
E01000897,E01000897,"30,122",10,10,10,10,10,5,9,4
E01000898,E01000898,"22,390",7,5,7,7,6,9,4,6
E01000899,E01000899,"29,501",9,10,10,10,10,6,8,2
E01000900,E01000900,"10,171",4,3,3,5,6,1,6,3
E01000901,E01000901,"7,868",3,2,2,4,6,3,5,5
E01000902,E01000902,"5,453",2,1,2,5,3,2,4,5
E01000903,E01000903,"15,302",5,4,5,9,7,3,6,3
E01000904,E01000904,"11,021",4,3,4,6,8,1,5,4
E01000905,E01000905,"4,848",2,1,2,4,3,2,5,4
E01000906,E01000906,"23,987",8,7,8,10,9,3,6,4
E01000907,E01000907,"6,341",2,2,2,5,4,1,5,5
E01000908,E01000908,"9,462",3,3,2,6,6,5,4,3
E01000909,E01000909,"22,437",7,6,6,10,10,4,7,3
E01000910,E01000910,"24,847",8,8,8,10,10,3,8,3
E01000911,E01000911,"17,027",6,4,4,9,9,5,7,5
E01000912,E01000912,"12,523",4,3,4,7,6,2,6,4
E01000913,E01000913,"25,415",8,10,10,10,10,2,7,3
E01000914,E01000914,"20,943",7,7,8,8,10,7,5,1
E01000915,E01000915,"12,012",4,3,4,6,7,9,4,2
